Nama,Wilayah,Kategori,Rating,Status,lat,lng
Nasi Goreng Dewi - Bekasi Timur/Nasi Goreng Plat G - Margahayu,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.245326347304751,106.97440989913314
Nasi Goreng Surabaya Cak Mahfud,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.232058825401474,106.96845606929304
NASI GORENG PANGGAYANA,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.229861096335678,106.98988212086043
Nasi goreng gila 18 eka jaya,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.222114339251402,106.97395824016205
Nasi Goreng Dudul,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.230314639106523,106.98261032796454
Nasi Goreng Gila Bang Kriwil,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.256935902771903,106.96525404061596
"Nasi Goreng Laki Bini, Pekayon",Kota Bekasi,Nasi Goreng,4.5,Buka,-6.219108531724949,106.97025475189018
Warung Nasi Goreng Gila MODERN ~ Enak,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.241015660491185,106.97285669219274
NASI GORENG BABAT SEMARANG,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.226611870992733,106.98744265863579
NASI GORENG GEPENG,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.222533504188279,106.98077417227879
Nasi Goreng Bintang 9 (NGBS),Kota Bekasi,Nasi Goreng,4.5,Buka,-6.256603580530328,106.96635016915054
Nasi Goreng Quick,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.221242042787637,106.97301535200526
NASI GORENG BAROKAH - DUREN JAYA,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.220312031435778,106.97843790082261
Nasi Goreng Barokah,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.2498025359095575,106.97599681654965
Nasi Goreng Gila Family Jaya,Kota Bekasi,Nasi Goreng,4.5,Buka,-6.246173132785354,106.97577625663092
Bakmie Yeye,Kota Bekasi,Bakmie,4.7,Buka,-6.2503054987028746,106.97178350644336
Bakmi 35 Kalimantan,Kota Bekasi,Bakmie,4.7,Buka,-6.224297959887897,106.97309709949803
Bakmi bekasi,Kota Bekasi,Bakmie,4.7,Buka,-6.244958911443436,106.981130679443
BAKMIE HARAPAN INDAH,Kota Bekasi,Bakmie,4.7,Buka,-6.255648230645663,106.99200293635212
Bakmi GM Ruko Summarecon Bekasi,Kota Bekasi,Bakmie,4.7,Buka,-6.2344917421239305,106.9607172142414
Bakmie Bangka Bangper,Kota Bekasi,Bakmie,4.7,Buka,-6.250181382504497,106.95701071585371
Bakmie Kokoh,Kota Bekasi,Bakmie,4.7,Buka,-6.256557650933592,106.9640758807415
Bakmi Tegal Sari,Kota Bekasi,Bakmie,4.7,Buka,-6.253870841464093,106.9852931804316
Bakmie Semar Nikmat HALAL,Kota Bekasi,Bakmie,4.7,Buka,-6.2239577178392755,106.98450526619685
BAKMI SIANTAR,Kota Bekasi,Bakmie,4.7,Buka,-6.232556775486475,106.9788529210873
Bakmi Kun - Jatiasih,Kota Bekasi,Bakmie,4.7,Buka,-6.219219455700047,106.98574058647459
Bakmie Siantar Alva,Kota Bekasi,Bakmie,4.7,Buka,-6.243588314826863,106.96327203146146
Sedjuk Bakmi & Kopi Bekasi,Kota Bekasi,Bakmie,4.7,Buka,-6.253078977895406,106.98927104228706
Pondok Bakmi Surabaya,Kota Bekasi,Bakmie,4.7,Buka,-6.254793686191847,106.96350810542302
Bakmi Karet TAM,Kota Bekasi,Bakmie,4.7,Buka,-6.238776810395764,106.98390544920808
Mie Ayam Bangka Asan,Kota Bekasi,Bakmie,4.7,Buka,-6.2341949617579635,106.96270500073031
Bakmi Kelinci REVO Mall,Kota Bekasi,Bakmie,4.7,Buka,-6.24630758749312,106.96654801985265
Bakmi Surabaya,Kota Bekasi,Bakmie,4.7,Buka,-6.253500440571645,106.97385049123005
Bakmi Cahaya,Kota Bekasi,Bakmie,4.7,Buka,-6.236807874394511,106.98983346852204
Bakmi Jowo Gunung Kidul Handayani Ibu Siti,Kota Bekasi,Bakmie,4.7,Buka,-6.2439761900624635,106.96933452664713
Mie Ayam Bangka Asun,Kota Bekasi,Bakmie,4.7,Buka,-6.229735668338968,106.96114156405575
Bakmi Jawa “Mas Yanto”,Kota Bekasi,Bakmie,4.7,Buka,-6.257836588024923,106.99433056788382
HAKA Dimsum Shop Galaxy,Kota Bekasi,Dimsum,4.5,Buka,-6.225342012317048,106.97584485899709
Dimsum Bos Bekasi,Kota Bekasi,Dimsum,4.5,Buka,-6.257468264317122,106.95922421908065
Kaybun Dimsum Bekasi,Kota Bekasi,Dimsum,4.5,Buka,-6.242969518476595,106.96468826217477
Big Kong Dimsum - Grand Kota Bintang,Kota Bekasi,Dimsum,4.5,Buka,-6.255099287387544,106.95675347703757
Bolekaka Dimsum 49,Kota Bekasi,Dimsum,4.5,Buka,-6.227997613878587,106.95809520977049
Dimsum Dynasty - Galaxy,Kota Bekasi,Dimsum,4.5,Buka,-6.225302972235827,106.96126260480487
Kaybun Dimsum Setiabudi,Kota Bekasi,Dimsum,4.5,Buka,-6.255221980717086,106.95790991168083
Bolekaka Dimsum Galaxy,Kota Bekasi,Dimsum,4.5,Buka,-6.247115596084961,106.97478270041672
Dimsum Kebul Permata,Kota Bekasi,Dimsum,4.5,Buka,-6.2386988465840005,106.97336246309939
MASTER DIMSUM KAYURINGIN,Kota Bekasi,Dimsum,4.5,Buka,-6.225621268786551,106.96155078836372
Dimsum Mentai Mozza Hanifoodss,Kota Bekasi,Dimsum,4.5,Buka,-6.243748269127188,106.97595902788827
Dimsum Prasmanan.Galaxy,Kota Bekasi,Dimsum,4.5,Buka,-6.256158582249415,106.99092079139896
Dimsum Kebul Perum 1,Kota Bekasi,Dimsum,4.5,Buka,-6.2248943922865285,106.9680592298703
Dimsum Kebul Harapan Jaya,Kota Bekasi,Dimsum,4.5,Buka,-6.227237920077913,106.96598447463555
DIMSUM NOY!!!,Kota Bekasi,Dimsum,4.5,Buka,-6.247014519799053,106.95756469876345
Koky Dimsum Siomay,Kota Bekasi,Dimsum,4.5,Buka,-6.242581420713739,106.97072098661927
PABRIK DIMSUM BEKASI,Kota Bekasi,Dimsum,4.5,Buka,-6.256873429756064,106.95690152211596
Dimsum ENAKE,Kota Bekasi,Dimsum,4.5,Buka,-6.2512730460798505,106.95818684926995
Markas Dimsum Bekasi,Kota Bekasi,Dimsum,4.5,Buka,-6.224619623066188,106.97773690733842
Dimsum 518 - Perumnas 1,Kota Bekasi,Dimsum,4.5,Buka,-6.2447182305808715,106.96174939773145
DIMSUM 49 BABELAN,Kota Bekasi,Dimsum,4.5,Buka,-6.250034105739058,106.99183271053235
Super Dimsum 88,Kota Bekasi,Dimsum,4.5,Buka,-6.234828237319863,106.9711208446139
Hociak dimsum,Kota Bekasi,Dimsum,4.5,Buka,-6.255842431116373,106.97571351703597
RA DIMSUM,Kota Bekasi,Dimsum,4.5,Buka,-6.237320257404681,106.96633297226558
Mie Ayam Bakso Wonogiri “Samiasih”,Kab. Bekasi,Bakso dan Mie Ayam,4.6,Buka,-6.258814367562177,107.12750311868717
Bakso & Mie Ayam Mas Pri Sragen 1,Kab. Bekasi,Bakso dan Mie Ayam,4.6,Buka,-6.250758870532348,107.11643651100168
Bakso Mie Ayam Pa'e Gino,Kab. Bekasi,Bakso dan Mie Ayam,4.6,Buka,-6.272699256220666,107.13363986538197
MIE AYAM BAKSO ANGGA SALATIGA,Kab. Bekasi,Bakso dan Mie Ayam,4.6,Buka,-6.261073310539968,107.13609082831806
Mie Ayam Bakso Sebatas Ikhtiar 2,Kab. Bekasi,Bakso dan Mie Ayam,4.6,Buka,-6.2521137549035,107.12674247716232
"Bakso, Mie Ayam, dan Dawegan Priangan",Kab. Bekasi,Bakso dan Mie Ayam,4.6,Buka,-6.277061594135767,107.12177368285244
pondok mie ayam & bakso BAROKAH TANGGUL,Kab. Bekasi,Bakso dan Mie Ayam,4.6,Buka,-6.247431816338591,107.11480055375702
Pondok bakso & mie ayam mas pri sragen 7,Kab. Bekasi,Bakso dan Mie Ayam,4.6,Buka,-6.256468958679795,107.12049034755135
MIE AYAM BAKSO BU RITA,Kab. Bekasi,Bakso dan Mie Ayam,4.6,Buka,-6.278688071457212,107.12606269832584
Bakso Mie ayam Wonogiri sukah,Kab. Bekasi,Bakso dan Mie Ayam,4.6,Buka,-6.2660704461701755,107.124115519622
Mie Ayam Bakso Mas Dion Favorit,Kab. Bekasi,Bakso dan Mie Ayam,4.6,Buka,-6.277817423469156,107.14619374098442
Bakso Dan Mie Ayam Torpedo Solo,Kab. Bekasi,Bakso dan Mie Ayam,4.6,Buka,-6.266242009765421,107.14331965482809
Bakso & Mie Ayam Gerobak Pantjoran,Kab. Bekasi,Bakso dan Mie Ayam,4.6,Buka,-6.259256314966656,107.11558873166993
Mie Ayam Bakso Kamulyan,Kab. Bekasi,Bakso dan Mie Ayam,4.6,Buka,-6.270387499276607,107.1272774075914
Mie Ayam Bangka CHANDRA Cikarang Baru Jl. Tarum Barat Raya,Kab. Bekasi,Bakso dan Mie Ayam,4.6,Buka,-6.280797573465398,107.1105558029417
Ayam Bakar Cikarang by Teh Dijah,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.255164747186827,107.11627126453956
Ayam Bakar Spesial Sugiarto,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.266394920521457,107.13110394769623
Ayam & iga bakar madu MAS WADID,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.256911153048538,107.10796905828533
Ayam Bakar Kalasan OM JIUN,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.25504705489966,107.12390031929633
Ayam Bakar&nasi Goreng Gila M Bagus Ibnu Saputra,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.281719479435107,107.11852543436767
Ayam Bakar KQ5 Cikarang,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.275346473715209,107.12156855464067
AYAM BAKAR KALASAN MAS ENO,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.272615151607121,107.124686550636
Ayam Bakar Kalasan Aneka Selera,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.284410092752945,107.13052239148247
AYAM BAKAR BERKAH JAYA PERTIGAAN JAGAWANA,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.262196383061599,107.13994303956575
Ayam bakar & seafood wijaya,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.248913751821685,107.1392517575242
Ayam Bakar ABG 02,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.253848427521189,107.13428813031581
"Ayam Bakar ""PAIJO""",Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.2523233320852745,107.1312857817844
Ayam bakar bengkel perut,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.245832961773589,107.14281414732092
AYAM BAKAR ABAH USEP KATINEUNG RASA,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.265216441859195,107.11753622096414
Ayam Bakar Ciantra,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.254571234225493,107.12211222087276
Ayam Bakar Masa Gitu.? ( Pegaulan ),Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.25167974083224,107.14646774473015
Ayam bakar madu mb win,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.27122106787066,107.12758741152086
Seafood dan Ayam Bakar ANDA,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.2498021715592404,107.13874199708378
Ayam Bakar Bu Tin,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.273305714075519,107.11351089877955
Eco Ayam bakar,Kab. Bekasi,Ayam Bakar,4.8,Buka,-6.252045510246131,107.14104900139165
Pecel Lele Cak Billy,Kab. Bekasi,Pecel Lele,4.9,Buka,-6.270888055254613,107.10806631482508
Pecel lele lamongan elvhan,Kab. Bekasi,Pecel Lele,4.9,Buka,-6.254295984450954,107.1258065387349
NEISKA PECEL LELE PENGKOLAN,Kab. Bekasi,Pecel Lele,4.9,Buka,-6.260748276212051,107.12183363332028
PECEL LELE SEDAP RASA LAMONGAN,Kab. Bekasi,Pecel Lele,4.9,Buka,-6.260514634313124,107.14126973107678
Pecel Lele Izzati,Kab. Bekasi,Pecel Lele,4.9,Buka,-6.276487006942667,107.13159388430536
Pecel Lele Laskar Joko Tingkir Mas Zaini,Kab. Bekasi,Pecel Lele,4.9,Buka,-6.267611269871623,107.12557374775253
Pecel Lele Lestari Jaya Lamongan,Kab. Bekasi,Pecel Lele,4.9,Buka,-6.282573558034862,107.13354326735804
PECEL LELE CAK GENDUT LAMONGAN,Kab. Bekasi,Pecel Lele,4.9,Buka,-6.266888072358039,107.10836025254655
Pecel Lele Mas fatil,Kab. Bekasi,Pecel Lele,4.9,Buka,-6.283379322524015,107.1192142780749
PECEL LELE dhoso roso,Kab. Bekasi,Pecel Lele,4.9,Buka,-6.251519823886561,107.12433771280094
Pecel Lele Rejeki Moro,Kab. Bekasi,Pecel Lele,4.9,Buka,-6.272255970566731,107.1083762355954
Pecel Lele 68,Kab. Bekasi,Pecel Lele,4.9,Buka,-6.246001667488211,107.13537069999116
"pecel lele ""ALIDA JAYA""food lamongan",Kab. Bekasi,Pecel Lele,4.9,Buka,-6.253857423193626,107.14528713535381
Pecel Lele Bonek,Kab. Bekasi,Pecel Lele,4.9,Buka,-6.265126490958403,107.11473036433831
Wr Sido Dunung Pecel Lele Mas Hanif Lamongan,Kab. Bekasi,Pecel Lele,4.9,Buka,-6.267713387011058,107.11423295221452
"pecel lele""ANGGUN JAYA LAMONGAN""",Kab. Bekasi,Pecel Lele,4.9,Buka,-6.280996464782369,107.11971005260577
Pecel Lele Sambal Setan MB' ATIN,Kab. Bekasi,Pecel Lele,4.9,Buka,-6.247639771284453,107.11395036148997
Pecel Lele 46 bagong,Kab. Bekasi,Pecel Lele,4.9,Buka,-6.259154818549169,107.12579916901323
Warung Sate Solo Pak Bejo,Kab. Bekasi,Sate,4.4,Buka,-6.275633040410278,107.13098147595605
"Pondok Sate Tegal ""Pak Dee""",Kab. Bekasi,Sate,4.4,Buka,-6.2753766735488545,107.1209885169584
Pondok Sate Tegal Sukadi,Kab. Bekasi,Sate,4.4,Buka,-6.260860076878514,107.1162016111663
"PONDOK SATE ""PAK JOYO SOLO""",Kab. Bekasi,Sate,4.4,Buka,-6.283252677686776,107.11655680471034
WARUNG SATE SOLO PAK BEJO,Kab. Bekasi,Sate,4.4,Buka,-6.263968169130948,107.11395080400726
Sate Kodam,Kab. Bekasi,Sate,4.4,Buka,-6.283929817014831,107.12614132674486
Sate Tegal Sukadi,Kab. Bekasi,Sate,4.4,Buka,-6.278136393431314,107.10747566941693
RM SATE Rindu Malam,Kab. Bekasi,Sate,4.4,Buka,-6.279174728374863,107.11092970053711
Sate Kambing Tegal HAJI ZAM,Kab. Bekasi,Sate,4.4,Buka,-6.2832739956495205,107.12321137183099
Rumah Makan Sate Kambing Muda BAHARI (HARNO),Kab. Bekasi,Sate,4.4,Buka,-6.257041531705549,107.10872391549754
Sate Klathak Joss Gandoss,Kab. Bekasi,Sate,4.4,Buka,-6.246767769186426,107.1077386778372
Warung Makan Sido Mampir (Sate Pak Min Solo),Kab. Bekasi,Sate,4.4,Buka,-6.278933632123268,107.11861029866873
Warung Sate Sederhana Pak Edi,Kab. Bekasi,Sate,4.4,Buka,-6.246028720804561,107.1217740111436
Warung Sate Solo Pak Eko Pedurenan,Kab. Bekasi,Sate,4.4,Buka,-6.275749186154197,107.12326886765182
RM.MINANG SEPAKAT PRASMANAN,Kab. Bekasi,Nasi Padang,4.6,Buka,-6.276595579539505,107.11996366672082
Gadang Barubah Cikarang,Kab. Bekasi,Nasi Padang,4.6,Buka,-6.25353435641966,107.10804214520148
Rumah Makan Padang MITRA SEPAKAT (Cikarang),Kab. Bekasi,Nasi Padang,4.6,Buka,-6.260781207144153,107.12438528261761
RM Padang RinduRaso Jaya,Kab. Bekasi,Nasi Padang,4.6,Buka,-6.2557678900689,107.12035842511844
RM Nasi Padang Safa Marwah,Kab. Bekasi,Nasi Padang,4.6,Buka,-6.25158331317047,107.12912271862574
Nasi Padang RM Minang Jaya Tugu,Kab. Bekasi,Nasi Padang,4.6,Buka,-6.261826951641804,107.11294673393319
Rm.sinar minang samping sdn 1 ciantra,Kab. Bekasi,Nasi Padang,4.6,Buka,-6.277186098868021,107.11763265572691
"Rumah Makan Padang Situjuah, Masakan Padang",Kab. Bekasi,Nasi Padang,4.6,Buka,-6.278170536890866,107.13749951202844
Warung Nasi Padang Zahra,Kab. Bekasi,Nasi Padang,4.6,Buka,-6.281322214247214,107.12027457123884
RM Karya Sinar Bundo Masakan Padang,Kab. Bekasi,Nasi Padang,4.6,Buka,-6.25784908290522,107.12638235458974
RM Shapar Masakan Padang,Kab. Bekasi,Nasi Padang,4.6,Buka,-6.260402214877975,107.11238383642836
RM NASI PADANG MURAH MERIAH,Kab. Bekasi,Nasi Padang,4.6,Buka,-6.257915750704139,107.12435629417723
Rumah Makan Padang Jaya Bundo,Kab. Bekasi,Nasi Padang,4.6,Buka,-6.281379740423619,107.11725439914137
Nasi Kapau Pangeran Mudo Grand Wisata,Kab. Bekasi,Nasi Padang,4.6,Buka,-6.279501854542567,107.1360256337971
RM.Ajo Baru 1 Masakan Padang,Kab. Bekasi,Nasi Padang,4.6,Buka,-6.245427000325951,107.13446192034445
Soto Kudus Mas Kliwon Grand Wisata,Kab. Bekasi,Soto,4.5,Buka,-6.273910223770553,107.11718150941822
Soto Deltamas Syauqi Jaya,Kab. Bekasi,Soto,4.5,Buka,-6.254908995997527,107.11668866241911
Soto Suroboyo Pak Abu,Kab. Bekasi,Soto,4.5,Buka,-6.283689382095949,107.11700465520842
RM. Soto Kudus Ayam Kampung,Kab. Bekasi,Soto,4.5,Buka,-6.277955544727375,107.11493786210733
Markas Soto Ayam Khas GOMBONG,Kab. Bekasi,Soto,4.5,Buka,-6.254168100854307,107.1308377549607
Soto Khas Boyolali vila mutiara 1,Kab. Bekasi,Soto,4.5,Buka,-6.247264892584367,107.11831661662534
Soto Ranjo,Kab. Bekasi,Soto,4.5,Buka,-6.266052920658562,107.14197538632453
Soto Bogor Pak Jangkung Bantar Gebang,Kab. Bekasi,Soto,4.5,Buka,-6.278812335958743,107.10660685425998
Soto Ayam Khas Surabaya Kang Oman,Kab. Bekasi,Soto,4.5,Buka,-6.253617119349844,107.11652282251981
Soto Baba Elon,Kab. Bekasi,Soto,4.5,Buka,-6.273438178445776,107.12237602417875
Soto Kwali Megaregency,Kab. Bekasi,Soto,4.5,Buka,-6.253800249484191,107.11174528980703
Soto Ayam Gombong Mas Agus,Kab. Bekasi,Soto,4.5,Buka,-6.259621160492743,107.13877790193814
SOTO MIE ASLI BOGOR KANG JAMAL CIKARANG,Kab. Bekasi,Soto,4.5,Buka,-6.267016315353764,107.1122856517715
Pondok Soto Bu Tatik,Kab. Bekasi,Soto,4.5,Buka,-6.2758839302094405,107.1409056575573
Soto Seger Boyolali Mbah Jarwo,Kab. Bekasi,Soto,4.5,Buka,-6.256409042159881,107.12551093439338
"Soto Lamongan ""Cak Kum""",Kab. Bekasi,Soto,4.5,Buka,-6.259275585002751,107.14373136385782
Warung Soto Tangkar Maknyos 2,Kab. Bekasi,Soto,4.5,Buka,-6.254945953551539,107.1204065244255
SOTO BANG BAROK,Kab. Bekasi,Soto,4.5,Buka,-6.273906016600186,107.11883056934592
Soto Koedoes,Kab. Bekasi,Soto,4.5,Buka,-6.282308966319582,107.13403385702401
Nasi Goreng KPK DELTAMAS,Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.279757482661632,107.14525580296993
NASI GORENG PANDAWA 99,Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.24559334276833,107.1142043897929
NASI GORENG 99 BREBES,Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.273082861842816,107.11807501625692
NASI GORENG PANDAWA,Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.258161442716702,107.11811621961326
Warung Nasi Goreng | Serang - Kabupaten Bekasi | Berkah Mandiri Kang Ujang,Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.282747556043276,107.14375361925967
Nasi Goreng MELODI,Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.280044096728638,107.1272094278816
Nasi Goreng Mas Pur Wonogiri,Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.260066099783866,107.10720223026803
Nasi Goreng KPK,Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.252894022296841,107.10706917212538
Nasi Goreng Idolaku Mas Wito,Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.261540246698445,107.10893245293717
Warung Nasi Goreng Sedap Malam,Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.277767609902394,107.14092096623739
Nasi goreng Bombay van java cikarang,Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.245484371914867,107.1273224156392
Nasi Goreng Mawut Brebes,Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.257863516359724,107.14541016276397
Nasi Goreng Selera Malam,Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.271842426554545,107.11201500974059
Nasi Goreng S.kom Ala Resto,Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.2533961624746395,107.13920802943409
"Nasi Goreng Magelangan,cikarang",Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.265782626002053,107.14134216742347
Nasi Goreng Cahaya Baru,Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.26756063129315,107.11922675913473
Nasi Goreng Kambing Mas Pri,Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.283502296977542,107.11496211922051
"Nasi Goreng Akang, Cibitung Selang Bulak Wanajaya",Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.254118811180583,107.12009124483392
NASI GORENG BAROKAH 99 PANGKALAN CEPE KP BUWEK,Kab. Bekasi,Nasi Goreng,4.5,Buka,-6.280094722080581,107.11527663438152
Bakmi Golek Cikarang,Kab. Bekasi,Bakmie,4.5,Buka,-6.276245981422058,107.14464086325998
DEWA BAKMI CIKARANG,Kab. Bekasi,Bakmie,4.5,Buka,-6.253364362190699,107.14130812492824
Bakmi Jawa Gunung Kidul Pak Kempet,Kab. Bekasi,Bakmie,4.5,Buka,-6.259739283030682,107.11768445509323
"BAKMI JAWA "" PAKDE PRI """,Kab. Bekasi,Bakmie,4.5,Buka,-6.275110366093335,107.12732830807711
Bakmi Siantar Kofei Vasanta,Kab. Bekasi,Bakmie,4.5,Buka,-6.277877021487833,107.1353839279035
Bakmi Jawa Haji Jum,Kab. Bekasi,Bakmie,4.5,Buka,-6.2507385937037805,107.14414769320997
BAKMI JAWA MURNI,Kab. Bekasi,Bakmie,4.5,Buka,-6.2810577207636635,107.1124590799696
Bakmi Jowo Pakde Gandhung,Kab. Bekasi,Bakmie,4.5,Buka,-6.245618485297462,107.11315137336013
BAKMIE SIANTAR PURI CENDANA J'MAR,Kab. Bekasi,Bakmie,4.5,Buka,-6.284669067428282,107.13675497683126
Bakmi Jawa Gunung Kidul,Kab. Bekasi,Bakmie,4.5,Buka,-6.269830480576802,107.1385438404943
Bakmi CintaQ Durenjaya,Kab. Bekasi,Bakmie,4.5,Buka,-6.254339113247708,107.10735036593697
Bakmi Jawa Ayam Kampung Mas Gondrong,Kab. Bekasi,Bakmie,4.5,Buka,-6.245500294330873,107.13852269496485
Bakmie Djowo Pakde N'dut Anglo Khas Solo,Kab. Bekasi,Bakmie,4.5,Buka,-6.280802840388174,107.12311000520539
Bakmie Kraton,Kab. Bekasi,Bakmie,4.5,Buka,-6.268086120016427,107.14284864781267
DIMSUM SWADIKAP,Kab. Bekasi,Dimsum,4.9,Buka,-6.258412748236597,107.116255653911
Dim Sum Braling,Kab. Bekasi,Dimsum,4.9,Buka,-6.269432260227671,107.13642785616811
YUAN DIMSUM,Kab. Bekasi,Dimsum,4.9,Buka,-6.280131742235619,107.13402013292315
Dimsum Teh Irma Cibitung,Kab. Bekasi,Dimsum,4.9,Buka,-6.254178024964923,107.13076191309257
家家点心 FAMILY DIMSUM,Kab. Bekasi,Dimsum,4.9,Buka,-6.26705483884619,107.10744757638942
Dimsum Kebul PUP Marrakash Square,Kab. Bekasi,Dimsum,4.9,Buka,-6.26634730934462,107.1361688224477
Dimsum Kebul THB,Kab. Bekasi,Dimsum,4.9,Buka,-6.276738119645394,107.14424113354205
Sister Croffle & Dimsum (Sister Dessert Cikarang),Kab. Bekasi,Dimsum,4.9,Buka,-6.283381799252027,107.11210928884057
DIMSUM MALENA,Kab. Bekasi,Dimsum,4.9,Buka,-6.27900244429083,107.1386473617788
RAJA DIMSUM,Kab. Bekasi,Dimsum,4.9,Buka,-6.265370930377655,107.13663636177628
Grosir dimsum 49 bolekaka Cikarang,Kab. Bekasi,Dimsum,4.9,Buka,-6.248013880158217,107.13777872440183
Dimsum Mentai by Dessert ByRach x Bolekaka Dimsum,Kab. Bekasi,Dimsum,4.9,Buka,-6.276669205349797,107.13145480416298
Dimsum Mentai Mehaba,Kab. Bekasi,Dimsum,4.9,Buka,-6.258180880585666,107.11696093991884
"Ayudia Dimsum Ratu,Waluya",Kab. Bekasi,Dimsum,4.9,Buka,-6.274060698392647,107.13238116234935
Dimsum Bekasi,Kab. Bekasi,Dimsum,4.9,Buka,-6.248317124440394,107.14380225546441
Mie Ayam Bakso Pak Atmo,Kab. Karawang,Bakso dan Mie Ayam,4.5,Buka,-6.307876827418586,107.31046375276489
Bakso & Mie ayam Kota Padi,Kab. Karawang,Bakso dan Mie Ayam,4.5,Buka,-6.316026997571987,107.29708786759566
Bakso Titoti Karawang,Kab. Karawang,Bakso dan Mie Ayam,4.5,Buka,-6.3166536536735105,107.29600513770883
Mie Ayam Bakso Arsyla Lembang,Kab. Karawang,Bakso dan Mie Ayam,4.5,Buka,-6.288977612970159,107.30560624914887
Mie Ayam Bakso ATENG,Kab. Karawang,Bakso dan Mie Ayam,4.5,Buka,-6.307799191683576,107.27812051714777
Mie Ayam Bakso Sopo Nyono,Kab. Karawang,Bakso dan Mie Ayam,4.5,Buka,-6.308160367779682,107.30526325070565
Mie Ayam Baso H Lili,Kab. Karawang,Bakso dan Mie Ayam,4.5,Buka,-6.317537332241596,107.2778045788695
"Mie Ayam Jamur, Bakso Buntel, Urat Jumbo, Telor Ojo Dumeh",Kab. Karawang,Bakso dan Mie Ayam,4.5,Buka,-6.317054396507578,107.28203366234176
Mie Ayam Bakso Mas Aji,Kab. Karawang,Bakso dan Mie Ayam,4.5,Buka,-6.304792568988469,107.29888064379935
Mie Ayam Dan Bakso Serayu,Kab. Karawang,Bakso dan Mie Ayam,4.5,Buka,-6.293568391535769,107.28606523952662
Warung Mieayam Bakso & Aneka Es,Kab. Karawang,Bakso dan Mie Ayam,4.5,Buka,-6.308527975862394,107.30722741370535
Mie Ayam Pangsit Gunung Gandul Wonogiri#1,Kab. Karawang,Bakso dan Mie Ayam,4.5,Buka,-6.311404370154077,107.312565842612
Bakso dan Mie Ayam Pak Yud,Kab. Karawang,Bakso dan Mie Ayam,4.5,Buka,-6.2927274300156935,107.29505794824965
Bakso Mahkota Karawang (Bengle-Majalaya),Kab. Karawang,Bakso dan Mie Ayam,4.5,Buka,-6.322874914282797,107.27366608875937
Mie Ayam Yoskar,Kab. Karawang,Bakso dan Mie Ayam,4.5,Buka,-6.325629172931676,107.2768048244945
Mie Ayam Bakso Prasojo Mas Diki,Kab. Karawang,Bakso dan Mie Ayam,4.5,Buka,-6.32072070606146,107.28928874042643
Mie Ayam dan Bakso Jumbo Mas Min Adiarsa Timur (Gorowong),Kab. Karawang,Bakso dan Mie Ayam,4.5,Buka,-6.326718631461163,107.28610547737733
